company,critic_name,movie,rating,review_text
Flick Filosopher,MaryAnn Johanson,Cars 3,rotten,"three movies in, and this world of sentient driverless cars still creeps me out, and still does nothing except advertise a mountain of related merch for kids."
Sky Cinema,Andy Psyllides,Cars 3,fresh,"it's shiny, kid-friendly fun - just don't expect it to tug on the heartstrings, or live particularly long in the memory."
Radio Times,Terry Staunton,Cars 3,fresh,a welcome return to the winners' podium.
London Evening Standard,Charlotte O'Sullivan,Cars 3,fresh,"if you can detach your noggin from the proceedings, there are definitely bright spots."
Daily Mail (UK),Libby Purves,Cars 3,fresh,it took only minutes before i was going 'awwww!' at lightning's insecurities about growing old and being overtaken by arrogant youngsters (we've all been there).
Irish Times,Tara Brady,Cars 3,fresh,"cars 3, which picks up where the first, perfectly adequate, film left off, is by far the best instalment in the series."
3AW,Jim Schembri,Cars 3,fresh,"as usual with pixar, the film looks like a moving work of digital art, though its inordinate length might test the patience of six year olds who will love the brilliantly staged action but not all the exposition-heavy dialogue."
"Quad City Times (Davenport, IA)",Linda Cook,Cars 3,fresh,'cars 3' fires on all cylinders.
ABC Radio Brisbane,Matthew Toomey,Cars 3,fresh,it comes together beautifully in the closing half-hour with a finale that will satisfy audiences while also offering a few surprising twists.
Contactmusic.com,Rich Cline,Cars 3,fresh,"while the issue of this contrived world continues to niggle (a herd of mooing tractors?), the comedy and energy will keep audiences entertained."
Sunday Independent (Ireland),Hilary A White,Cars 3,rotten,"it's unlikely that this will be the only review to drop this pun, but the biggest feeling we are left with by this third cars instalment is one of being down this road before."
Sunday Times (UK),Edward Porter,Cars 3,rotten,"there's not enough wit in brian fee's film, however, to make it one that has to be seen, or one that really had to be made."
Daily Express (UK),Andy Lea,Cars 3,fresh,the tills in the disney stores should keep ringing ... thanks to a string of slick and moderately exciting racing scenes.
Observer (UK),Simran Hans,Cars 3,rotten,"it's a colourful, spry enough ride, but it doesn't exactly reinvent the wheel."
El Mundo (Spain),Francisco Marinero,Cars 3,rotten,"the protagonist is punished for his arrogance and rewarded for his eagerness to overcome. that is to say, abounding episodes and dialogues moralizing rather than humorous, again in charge of secondary characters. [full review in spanish]"
Clarín,Pablo A. Scholz,Cars 3,fresh,cars 3... returns to roads already traveled. [full review in spanish]
Starburst,J.R. Southall,Cars 3,fresh,"if you think it's just another pixar film, then you're right, it absolutely is. and that's what makes it so wonderful and so worth having."
Culturess,Kristen Lopez,Cars 3,fresh,cars 3 is a decent reconstituted rocky with a bizarre faux feminist subplot and beautiful animation.
Cinemanía (Spain),David Bernal,Cars 3,rotten,the worst installment of the worst pixar franchise. [full review in spanish]
Fresh Fiction,Courtney Howard,Cars 3,rotten,"it's a sparkling scenic ride with its gorgeous animation, and possibly the best of the series (yes, it's a low bar), but the story falls short of true glory."
The Times of India,Neil Soans,Cars 3,fresh,"owen wilson is cheerful as lightning mcqueen, enough to watch him running around in circles on and off a race track."
The Mail on Sunday (UK),Matthew Bond,Cars 3,rotten,"the background animation is stunning but brian fee, who steps up from storyboard artist to both direct and co-write for the first time, delivers a story that too often falls flat, has too many new characters and not enough old favourites."
The New Paper (Singapore),Joanne Soh,Cars 3,fresh,"there is also much heart and humour, making this a satisfying and nostalgic last ride."
The Straits Times (Singapore),Boon Chan,Cars 3,rotten,"the acceptance arrives in a too-tidy conclusion, which gives him his cake and lets him eat it too. that is, if cars could eat."
Alternate Ending,Tim Brayton,Cars 3,fresh,cars 3 could be a lot worse. we know that. we already had cars 2.
Black Nerd Problems,Omar Holmon,Cars 3,fresh,"cars 3 is the fast and furious back when it was strictly about being fast and furious, please believe me."
Jamaica Gleaner,Damian Levy,Cars 3,fresh,"the decency of the first film was undercut by the second film's inadequacy. this film, however, builds upon the best elements of the series, providing perhaps the most heartfelt of the trilogy."
The Herald (Scotland),Alison Rowat,Cars 3,fresh,"it's the usual stuff in praise of teamwork and good guys finishing first, but it's crammed with crashes, bashes and familiar characters, and young petrol-heads will love it."
LarsenOnFilm,Josh Larsen,Cars 3,rotten,...the first pixar movie to feel tedious.
Black Nerd Comedy,Andre Meadows,Cars 3,fresh,"it's a decent film. it's not bad, it's not good. if you have kids, it's a good family flick."
JeremyJahns.com,Jeremy Jahns,Cars 3,rotten,i walked out of this movie tired.
Family Home Theater,James Plath,Cars 3,fresh,for the first 15 minutes or so cars 3 seems like a dash-for-the-cash affair. then disney does what they do best: they get viewers emotionally involved with the characters.
CineVue,Jamie Neish,Cars 3,fresh,"it's a fun film set in a vivid world with not one but two characters who, by the end, have learnt some real lessons and had some fun along the way."
Cinema Sight,Wesley Lovell,Cars 3,fresh,"pixar's sequels haven't always been up to their usual standard; however, ""cars 3"" finally takes a step up after a thoroughly uncharacteristic predecessor."
Flickering Myth,Robert Kojder,Cars 3,fresh,"in beautiful fashion, mcqueen essentially uses his ego to boost the near nonexistent confidence of cruz and her aspirations of becoming a racer"
Geek,Bob Chipman,Cars 3,fresh,probably the best of the cars movies.
F This Movie!,Patrick Bromley,Cars 3,rotten,feels a little like pixar pondering its own legacy.
FanboyNation.com,Sean Mulvihill,Cars 3,fresh,a pure pixar delight.
Insider,Kirsten Acuna,Cars 3,fresh,"""cars 3""... is no ""wall-e"" or ""up,"" but it's not ""the good dinosaur"" either. pixar delivers a pretty straight-forward, predictable, and safe followup that brings the franchise back to its racing roots."
Schmoes Know,Mark Ellis,Cars 3,fresh,"the story was a little more derivative than i would've wanted for a pixar movie, but i found so much of the scenery and car chases to be thrilling...i still enjoyed enough of cars 3."
Schmoes Know,Kristian Harloff,Cars 3,rotten,"so unoriginal, and it's dull, but i don't disagree with the visuals..."
InSession Film,Nguyen Le,Cars 3,fresh,imagine the shock when mcqueen ends his third run with a blazing podium finish.
Rendy Reviews,Rendy Jones,Cars 3,fresh,a marginal improvement over its predecessor for the charm and heart that is both poignant and mature.
Gwinnett Daily Post (GA),Khari J. Sampson,Cars 3,fresh,"like mcqueen, ""cars 3"" surprises with some race maneuvers it hasn't needed to use before and shows that there's plenty of heart left under the hood at pixar, sequel or no."
"Daily Journal (Kankakee, IL)",Pamela Powell,Cars 3,rotten,"what ""cars 3"" needs is cutting. it seems to have taken the long way home with too many dull pit stops along the way."
The Express Tribune (Pakistan),Sameen Amer,Cars 3,fresh,"there are plenty of cute moments and spectacular visuals and lots more merchandising opportunities, but there are also parts that aren't quite convincing."
The Sun Daily (Malaysia),S. Indra Sathiabalan,Cars 3,fresh,"sadly, it still lacks the heart of the first movie, which had an ending that left a lump in your throat. nonetheless, it is still fun, and should please fans of the series."
One Room With A View,Rachel Brook,Cars 3,fresh,"it's b-grade pixar; it may be imbued with topical themes, yet individual moments shine brighter than the faltering whole."
Rachel's Reviews (YouTube),Rachel Wagner,Cars 3,fresh,if you already like the franchise then you will like it.
The Maine Edge,Allen Adams,Cars 3,fresh,"no, cars 3 isn't particularly sophisticated, no film featuring larry the cable guy ever could be, but it is sweet and fun."
The Jam Report,Doug Jamieson,Cars 3,fresh,cars 3 can't match the ingenious originality of many of its fellow pixar classmates but still manages to deliver enjoyable kid-friendly entertainment and a more emotionally mature experience than the two films preceding it.
Screen Zealots,Louisa Moore,Cars 3,fresh,"if you're looking for the usual fluffy crowd pleaser from pixar, this isn't it."
Colbybryant.com,Colby Bryant,Cars 3,fresh,"an existential crisis ... when someone only knows one thing and the world takes that away ... , what do they do next? that sounds like a great film, and cars 3 mostly is."
Alternative Lens,Jennifer Heaton,Cars 3,fresh,"the story and characters are fairly stock and predictable, but the new flairs it adds are much welcomed and give its final moments something approaching brilliant."
Substream Magazine,Kt Schaefer,Cars 3,fresh,"as a return to form the film succeeds admirably; it's just that the original form was too shallow to support further installments. cars 3 outstripped its predecessor by many laps, but it was hampered by a slow story with a predictable end..."
Variety,Brian Lowry,Cars,rotten,"despite representing another impressive technical achievement, it's the least visually interesting of the computer-animation boutique's movies, and -- in an ironic twist for a story about auto racing -- drifts slowly through its semi-arid midsection."
Urban Cinefile,Urban Cinefile Critics,Cars,fresh,cars is a brilliantly executed movie with a well tuned screenplay built on the simple but evergreen character elements that gave old hollywood its golden glow: decent human values.
